clade_name	C1	C2	C3	C4	C5	C6	C7	C8	P1	P2	P3	P4	P5	P6	P7	P8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB57353;s__GGB57353_SGB58537	0.00909	0.0	0.33742	0.67774	0.98304	0.62873	1.16035	2.11181	0.21398	0.0062	0.0	0.07547	0.24969	0.01893	0.03457	1.6758
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_weissii	0.00859	0.0	0.0	0.0	0.0	0.0	0.03024	0.0	0.00733	0.00106	0.00323	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Eubacteriales_unclassified;s__Eubacteriales_unclassified_SGB4860	0.00855	0.0253	0.0	0.0319	0.04584	0.28983	0.03694	0.0	0.0	0.0	0.02747	0.04353	0.05204	0.00589	0.09507	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_bacterium_Marseille_Q3526	0.00533	0.0	0.0	0.0	0.0	0.4013	0.0	0.0	0.19707	0.0	0.17685	0.03052	0.82598	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__GGB48326;s__GGB48326_SGB66357	0.00503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87579	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus;s__Tessaracoccus_sp_OH4464_COT_324	0.00428	0.0	0.0	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp_AF08_23	0.00384	0.0282	0.0	0.0	0.0	0.36032	0.07608	0.0	0.0	0.0	0.55387	0.08498	0.97023	0.04255	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_SGB4589	0.00355	0.0	0.21036	0.69666	0.6397	0.0	0.00894	0.6009	0.0	0.0	0.0	0.0	0.0	0.0	1.26283	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_glutamicum	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.00294	0.0	0.0	0.0	0.00176
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_mustelae	0.00043	0.0	0.0	0.0	0.0	0.0	0.02091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
